,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
3723,0,58,181.0,78.0,5.0,87.0,39.2
2825,1,32,168.0,69.0,19.0,100.0,40.4
5133,0,37,163.0,59.0,8.0,92.0,39.7
7670,1,30,188.0,90.0,4.0,89.0,39.0
3597,0,22,173.0,66.0,20.0,93.0,40.8
4726,1,27,187.0,82.0,25.0,101.0,40.8
546,0,37,166.0,67.0,15.0,97.0,40.2
2940,1,24,181.0,78.0,16.0,91.0,39.7
471,0,45,163.0,58.0,5.0,84.0,38.9
1641,0,63,172.0,69.0,24.0,101.0,40.7
12093,0,25,158.0,54.0,24.0,100.0,40.3
3338,0,26,149.0,50.0,17.0,95.0,40.2
8215,0,48,153.0,55.0,29.0,115.0,40.8
1172,0,72,162.0,61.0,13.0,94.0,40.0
6983,0,21,147.0,49.0,11.0,86.0,40.0
12543,0,45,184.0,85.0,22.0,94.0,40.4
5273,0,66,145.0,51.0,22.0,105.0,40.7
6672,0,37,171.0,67.0,7.0,90.0,39.3
6085,0,32,171.0,70.0,29.0,104.0,40.8
10597,1,59,182.0,84.0,11.0,97.0,39.9
8011,1,45,186.0,83.0,10.0,95.0,39.8
12884,1,58,162.0,71.0,10.0,88.0,39.5
9162,1,69,183.0,92.0,8.0,90.0,39.6
3364,1,20,175.0,73.0,15.0,98.0,40.7
8161,0,73,177.0,73.0,16.0,91.0,40.0
14986,1,22,178.0,75.0,24.0,91.0,40.5
6724,0,79,174.0,72.0,24.0,91.0,40.6
12826,0,42,169.0,69.0,13.0,94.0,39.6
1410,1,43,182.0,90.0,21.0,102.0,40.4
12936,0,64,170.0,69.0,10.0,92.0,39.7
9578,0,73,164.0,68.0,17.0,92.0,40.2
6666,0,68,173.0,67.0,30.0,103.0,40.9
10519,1,26,189.0,86.0,5.0,90.0,39.2
11129,0,31,145.0,49.0,20.0,101.0,40.5
2694,1,31,188.0,86.0,10.0,94.0,39.4
815,0,37,171.0,66.0,25.0,106.0,40.7
6500,1,55,194.0,96.0,19.0,94.0,40.7
6762,1,64,195.0,96.0,16.0,92.0,40.3
10762,0,42,169.0,64.0,7.0,88.0,39.4
7322,1,23,181.0,81.0,11.0,93.0,40.0
2131,1,55,184.0,88.0,1.0,78.0,37.8
1797,1,22,188.0,85.0,3.0,87.0,38.2
10624,0,44,169.0,64.0,15.0,94.0,40.4
7727,0,31,162.0,57.0,8.0,86.0,39.6
4575,1,43,194.0,96.0,13.0,95.0,40.0
5190,1,21,198.0,102.0,3.0,82.0,38.7
3122,0,27,168.0,64.0,22.0,102.0,40.7
7540,1,41,193.0,98.0,5.0,85.0,39.3
5853,0,24,186.0,76.0,9.0,92.0,39.7
5365,1,24,179.0,79.0,28.0,107.0,40.6
13399,1,54,199.0,98.0,3.0,89.0,38.8
4275,0,29,164.0,65.0,24.0,106.0,40.8
13891,1,43,190.0,95.0,12.0,94.0,40.0
3089,1,59,178.0,87.0,17.0,101.0,40.5
11957,1,55,187.0,84.0,3.0,85.0,38.3
12709,1,63,185.0,88.0,8.0,86.0,39.4
14975,0,47,165.0,67.0,17.0,96.0,40.4
9608,1,21,177.0,81.0,20.0,97.0,40.8
5253,0,36,155.0,65.0,23.0,101.0,40.2
237,0,35,172.0,71.0,11.0,85.0,39.9
1532,1,69,167.0,71.0,24.0,99.0,40.6
14137,0,47,172.0,75.0,19.0,101.0,40.5
8401,0,30,163.0,64.0,25.0,98.0,40.6
3410,1,29,167.0,71.0,16.0,86.0,40.4
2831,1,38,204.0,113.0,27.0,99.0,40.9
13672,1,25,196.0,101.0,14.0,94.0,40.2
7779,1,76,197.0,102.0,20.0,98.0,40.5
1535,0,63,184.0,77.0,1.0,79.0,38.1
13764,1,35,190.0,86.0,8.0,93.0,39.5
3879,0,49,168.0,66.0,2.0,81.0,38.3
7435,0,28,167.0,67.0,2.0,91.0,38.0
5302,1,42,172.0,80.0,1.0,78.0,37.8
12694,1,34,185.0,94.0,14.0,90.0,40.3
12487,0,53,157.0,63.0,6.0,84.0,39.1
12431,0,49,171.0,70.0,5.0,80.0,39.2
1299,0,53,171.0,69.0,25.0,109.0,40.6
6739,1,47,185.0,91.0,12.0,101.0,39.7
6273,0,56,167.0,67.0,3.0,85.0,38.9
5499,1,20,196.0,99.0,21.0,108.0,40.7
11691,0,61,166.0,60.0,6.0,90.0,39.3
12308,0,23,175.0,68.0,11.0,92.0,40.1
14477,0,73,156.0,57.0,3.0,80.0,38.6
6934,0,28,152.0,52.0,6.0,86.0,39.2
8180,0,25,156.0,49.0,21.0,98.0,40.3
14074,0,29,159.0,64.0,17.0,97.0,40.2
12001,0,28,178.0,73.0,5.0,84.0,39.1
1480,0,25,168.0,65.0,14.0,88.0,40.1
2793,1,73,170.0,75.0,5.0,89.0,38.9
1601,0,32,182.0,77.0,4.0,81.0,38.8
14674,1,55,179.0,85.0,23.0,108.0,40.6
5091,1,21,178.0,78.0,28.0,105.0,40.9
7983,0,76,144.0,47.0,4.0,88.0,38.9
7067,1,50,184.0,90.0,28.0,107.0,40.9
6804,0,25,148.0,49.0,19.0,105.0,40.5
2329,1,20,181.0,80.0,27.0,100.0,40.8
11059,0,48,168.0,64.0,18.0,97.0,40.1
8336,1,67,184.0,88.0,26.0,106.0,41.0
9246,1,40,179.0,79.0,10.0,91.0,39.8
10780,0,46,151.0,57.0,11.0,97.0,39.9
3661,0,32,185.0,85.0,8.0,87.0,39.8
11940,0,54,153.0,53.0,25.0,106.0,40.8
14791,1,27,187.0,85.0,17.0,92.0,40.4
555,0,61,168.0,66.0,29.0,107.0,41.1
4825,0,22,155.0,51.0,29.0,111.0,40.8
1163,1,21,194.0,88.0,27.0,104.0,40.8
5680,1,32,186.0,91.0,21.0,108.0,40.5
14113,0,44,161.0,66.0,2.0,82.0,38.5
4715,1,65,186.0,93.0,13.0,97.0,39.9
397,1,22,193.0,85.0,28.0,116.0,41.0
11630,0,58,169.0,64.0,27.0,107.0,40.9
2506,1,51,184.0,92.0,3.0,80.0,38.5
13202,1,62,177.0,83.0,7.0,83.0,39.4
3836,0,39,156.0,58.0,5.0,78.0,39.3
9859,0,29,156.0,59.0,7.0,87.0,39.7
9192,1,51,182.0,85.0,16.0,93.0,40.5
3010,1,44,188.0,91.0,21.0,103.0,40.2
12526,1,32,192.0,92.0,29.0,113.0,40.5
723,1,46,184.0,89.0,10.0,95.0,39.9
300,1,78,177.0,86.0,23.0,100.0,40.8
12589,0,36,173.0,71.0,11.0,86.0,39.7
13009,0,37,164.0,60.0,17.0,102.0,40.2
7328,1,22,194.0,92.0,17.0,97.0,40.3
4294,0,61,173.0,69.0,14.0,91.0,40.2
14834,0,22,154.0,60.0,5.0,80.0,38.9
4185,1,22,187.0,86.0,17.0,94.0,40.1
13488,0,33,157.0,55.0,23.0,107.0,40.9
6954,0,54,168.0,63.0,10.0,92.0,39.9
8268,1,54,189.0,89.0,15.0,99.0,40.2
14750,0,23,168.0,66.0,7.0,91.0,39.6
3142,1,61,171.0,78.0,17.0,102.0,40.4
9938,1,65,194.0,98.0,25.0,114.0,40.9
13479,1,66,182.0,86.0,27.0,113.0,40.8
14293,1,45,184.0,85.0,10.0,90.0,39.8
3205,1,76,175.0,77.0,18.0,98.0,40.4
4955,0,53,155.0,52.0,23.0,97.0,40.4
4582,1,33,183.0,87.0,23.0,100.0,41.3
14369,0,21,163.0,62.0,29.0,116.0,40.7
7367,0,68,152.0,54.0,4.0,85.0,38.6
14356,0,43,165.0,64.0,27.0,111.0,40.6
10989,1,61,167.0,70.0,9.0,86.0,39.9
14691,1,65,200.0,103.0,27.0,95.0,40.8
13045,0,26,171.0,70.0,16.0,93.0,40.2
7433,0,74,158.0,60.0,9.0,87.0,39.6
7704,1,54,195.0,92.0,11.0,84.0,40.3
12278,1,28,184.0,85.0,7.0,89.0,39.6
1152,0,32,173.0,68.0,9.0,87.0,39.5
14423,0,28,175.0,70.0,11.0,97.0,39.9
6965,0,25,175.0,72.0,14.0,97.0,39.8
1212,1,72,167.0,68.0,24.0,103.0,41.0
4503,0,44,169.0,67.0,24.0,88.0,40.9
7055,0,39,174.0,72.0,20.0,93.0,40.6
8140,1,35,192.0,92.0,2.0,82.0,38.5
12296,1,77,205.0,109.0,12.0,81.0,40.0
14882,1,76,184.0,87.0,10.0,93.0,39.8
5894,1,26,194.0,99.0,8.0,85.0,39.6
13787,1,39,196.0,98.0,6.0,88.0,39.2
12698,0,62,191.0,91.0,25.0,100.0,40.6
10753,1,25,191.0,88.0,26.0,102.0,40.7
5427,0,36,171.0,63.0,23.0,105.0,40.7
9443,0,28,165.0,65.0,18.0,99.0,40.3
10933,0,42,155.0,53.0,14.0,91.0,40.1
665,1,34,184.0,88.0,5.0,82.0,39.1
13533,0,42,176.0,71.0,17.0,97.0,40.1
7216,0,35,168.0,58.0,20.0,97.0,40.3
5994,1,23,188.0,87.0,22.0,105.0,40.8
642,0,22,161.0,62.0,29.0,99.0,40.8
13874,0,24,162.0,63.0,21.0,103.0,40.5
3767,0,47,158.0,54.0,26.0,113.0,40.4
4272,0,39,170.0,71.0,12.0,95.0,40.4
12783,0,46,150.0,50.0,4.0,76.0,38.9
14507,1,34,198.0,103.0,25.0,99.0,40.8
6123,0,55,178.0,70.0,29.0,101.0,40.6
8330,0,26,157.0,54.0,19.0,97.0,40.6
786,1,23,179.0,83.0,3.0,91.0,38.6
2857,1,27,192.0,94.0,24.0,104.0,40.9
6112,1,47,190.0,86.0,23.0,99.0,40.8
10611,0,57,161.0,65.0,9.0,88.0,39.6
3202,1,29,168.0,72.0,6.0,86.0,39.4
9436,1,73,182.0,82.0,27.0,107.0,41.3
13979,1,65,182.0,83.0,14.0,91.0,40.3
13517,0,78,184.0,85.0,27.0,109.0,40.6
7600,0,33,173.0,66.0,19.0,99.0,40.4
4187,0,74,162.0,67.0,23.0,100.0,40.8
7853,0,25,151.0,53.0,21.0,92.0,40.6
13256,1,61,179.0,80.0,11.0,89.0,40.2
12758,0,48,174.0,78.0,14.0,102.0,40.1
4824,0,21,184.0,72.0,18.0,98.0,40.2
10157,0,40,171.0,65.0,6.0,88.0,39.1
6067,1,25,183.0,77.0,19.0,86.0,40.5
2905,0,63,162.0,67.0,9.0,83.0,39.8
4626,1,77,181.0,85.0,7.0,85.0,39.5
9634,1,36,173.0,78.0,30.0,114.0,40.6
996,0,46,151.0,52.0,25.0,113.0,40.5
7131,0,30,173.0,69.0,3.0,89.0,38.8
13350,0,25,179.0,74.0,3.0,85.0,38.9
14513,1,52,189.0,98.0,3.0,85.0,39.0
7246,1,21,197.0,100.0,24.0,93.0,40.5
10701,0,77,160.0,64.0,2.0,88.0,38.5
6408,0,59,160.0,64.0,13.0,98.0,40.4
7787,1,30,183.0,89.0,29.0,109.0,41.0
6250,1,76,170.0,81.0,5.0,82.0,38.9
9750,0,67,168.0,64.0,6.0,95.0,39.2
8055,0,30,167.0,64.0,7.0,91.0,39.5
14296,1,34,177.0,78.0,29.0,115.0,40.7
5523,0,27,159.0,54.0,10.0,97.0,40.0
10299,1,42,172.0,77.0,20.0,95.0,40.4
7505,1,50,195.0,95.0,4.0,73.0,38.7
6275,0,21,172.0,63.0,9.0,91.0,39.7
12224,1,35,198.0,97.0,22.0,102.0,40.6
156,1,23,198.0,100.0,12.0,90.0,40.4
9886,0,46,166.0,66.0,4.0,84.0,39.0
3085,0,54,183.0,74.0,29.0,107.0,40.9
10424,1,30,209.0,117.0,20.0,91.0,40.7
1552,0,38,154.0,62.0,29.0,105.0,40.9
8773,1,66,197.0,101.0,8.0,87.0,39.6
9718,1,72,185.0,90.0,4.0,85.0,38.9
495,0,79,160.0,57.0,14.0,85.0,40.0
2321,0,55,177.0,75.0,9.0,95.0,39.6
912,0,75,171.0,68.0,16.0,102.0,40.3
9043,1,79,190.0,95.0,17.0,91.0,40.4
151,1,25,158.0,58.0,6.0,90.0,39.2
11896,1,61,157.0,59.0,21.0,97.0,40.3
10460,1,27,176.0,75.0,7.0,100.0,39.6
10242,0,23,145.0,44.0,12.0,92.0,40.0
1738,0,22,173.0,73.0,7.0,85.0,39.1
3001,0,32,165.0,61.0,10.0,89.0,39.6
11462,0,20,179.0,74.0,3.0,92.0,38.7
6961,0,29,149.0,49.0,6.0,88.0,38.9
13523,1,37,189.0,87.0,30.0,120.0,41.2
2883,1,71,189.0,95.0,5.0,77.0,38.8
3720,0,22,147.0,55.0,7.0,87.0,39.6
7127,0,65,166.0,67.0,1.0,86.0,37.7
888,1,45,177.0,81.0,19.0,102.0,40.4
5471,0,37,176.0,68.0,5.0,87.0,38.9
3201,1,35,192.0,98.0,5.0,79.0,39.4
9975,1,51,191.0,92.0,4.0,78.0,38.9
4823,1,56,182.0,87.0,22.0,101.0,40.4
4704,1,62,179.0,83.0,4.0,87.0,38.7
343,0,29,166.0,65.0,11.0,84.0,40.0
4136,1,29,188.0,86.0,7.0,83.0,39.3
13583,1,34,178.0,82.0,10.0,90.0,39.5
3188,1,46,182.0,81.0,9.0,88.0,39.5
4522,1,75,171.0,73.0,22.0,97.0,40.6
2223,1,51,195.0,89.0,12.0,94.0,39.8
2121,0,62,144.0,47.0,18.0,95.0,40.5
6858,1,21,175.0,77.0,26.0,102.0,41.0
10384,0,27,184.0,73.0,13.0,91.0,40.3
9668,0,51,180.0,80.0,24.0,108.0,40.6
10100,0,29,157.0,57.0,28.0,101.0,40.8
10619,0,27,157.0,56.0,17.0,101.0,40.1
7366,1,40,179.0,84.0,17.0,99.0,40.2
12205,1,22,179.0,81.0,21.0,96.0,40.3
4734,1,71,175.0,77.0,2.0,80.0,38.2
1465,0,55,169.0,69.0,2.0,80.0,37.8
4593,0,77,170.0,75.0,7.0,87.0,39.8
3565,1,56,183.0,86.0,19.0,103.0,40.3
5840,1,73,169.0,78.0,26.0,102.0,40.9
283,0,50,161.0,61.0,18.0,99.0,40.5
13909,1,79,177.0,89.0,29.0,99.0,41.0
6175,1,20,164.0,69.0,6.0,82.0,39.1
10289,0,30,157.0,48.0,4.0,79.0,38.7
4151,0,37,167.0,70.0,29.0,113.0,40.7
14501,1,42,176.0,76.0,12.0,96.0,40.0
8997,0,20,180.0,78.0,24.0,110.0,40.8
7376,0,51,166.0,66.0,20.0,95.0,40.2
8541,1,46,190.0,99.0,3.0,85.0,38.7
14787,1,25,182.0,85.0,5.0,95.0,38.7
8763,0,25,178.0,71.0,5.0,94.0,39.2
3161,0,26,175.0,70.0,24.0,100.0,40.8
2630,0,24,182.0,74.0,7.0,88.0,39.3
11849,0,23,166.0,66.0,17.0,93.0,40.2
13128,1,51,168.0,68.0,2.0,71.0,38.1
13426,0,33,159.0,54.0,16.0,94.0,40.1
1203,1,74,186.0,93.0,11.0,95.0,39.7
13678,1,77,171.0,73.0,25.0,109.0,41.0
10164,0,60,147.0,51.0,16.0,103.0,40.4
616,1,32,198.0,99.0,24.0,107.0,40.4
3114,1,64,196.0,95.0,26.0,103.0,40.3
12124,1,61,199.0,114.0,2.0,83.0,38.2
7481,1,76,189.0,90.0,17.0,99.0,40.6
9329,1,54,202.0,99.0,16.0,99.0,40.5
2728,0,79,178.0,73.0,19.0,99.0,40.6
13293,1,48,186.0,89.0,16.0,91.0,40.5
12341,1,48,191.0,91.0,9.0,83.0,39.1
9894,0,34,166.0,67.0,23.0,104.0,40.8
1357,0,44,180.0,76.0,11.0,89.0,40.1
9566,0,28,148.0,47.0,13.0,95.0,40.2
7798,0,27,159.0,61.0,16.0,105.0,40.5
13548,0,52,180.0,83.0,6.0,93.0,38.8
13412,1,26,187.0,83.0,29.0,110.0,41.0
1590,1,20,199.0,98.0,30.0,104.0,41.0
14580,1,62,181.0,81.0,27.0,108.0,40.6
3140,0,52,152.0,51.0,13.0,94.0,40.2
5338,0,65,164.0,68.0,21.0,99.0,40.6
547,0,43,167.0,70.0,26.0,113.0,40.5
7118,1,26,180.0,84.0,14.0,94.0,40.3
11590,1,21,199.0,91.0,16.0,98.0,40.2
13883,0,49,166.0,68.0,3.0,85.0,38.6
26,1,33,173.0,73.0,7.0,78.0,39.3
1067,0,23,148.0,48.0,13.0,77.0,40.2
3918,1,40,176.0,77.0,28.0,107.0,40.9
6604,0,36,159.0,60.0,10.0,90.0,39.7
5529,0,32,158.0,58.0,8.0,89.0,39.5
6678,0,23,149.0,47.0,28.0,114.0,40.8
5398,1,59,192.0,98.0,14.0,92.0,40.2
8641,0,21,183.0,73.0,27.0,103.0,40.8
8081,1,46,199.0,96.0,6.0,95.0,39.4
10311,0,47,176.0,76.0,7.0,78.0,39.0
14215,0,24,184.0,78.0,6.0,83.0,39.4
437,1,59,191.0,92.0,30.0,110.0,41.0
13659,0,37,155.0,54.0,20.0,94.0,40.6
5269,1,55,181.0,84.0,9.0,89.0,39.7
1861,0,25,167.0,65.0,14.0,94.0,39.8
10441,1,22,182.0,82.0,26.0,103.0,40.8
12641,0,39,163.0,62.0,12.0,96.0,40.1
2706,1,26,178.0,82.0,28.0,122.0,41.0
12670,1,51,188.0,84.0,5.0,89.0,38.7
5325,0,70,172.0,67.0,12.0,94.0,40.1
6957,1,59,188.0,90.0,8.0,86.0,39.8
11526,1,28,189.0,90.0,5.0,82.0,38.8
13760,1,62,187.0,94.0,27.0,108.0,40.7
8852,1,33,173.0,76.0,18.0,89.0,40.1
9124,1,34,190.0,91.0,21.0,98.0,40.4
4011,0,32,150.0,57.0,19.0,96.0,40.3
13425,0,34,162.0,56.0,24.0,108.0,40.7
534,0,48,146.0,46.0,7.0,88.0,39.5
11265,0,21,163.0,58.0,2.0,84.0,38.1
585,0,20,170.0,64.0,23.0,96.0,40.5
10612,1,21,191.0,97.0,3.0,86.0,38.1
11933,0,22,158.0,58.0,9.0,101.0,39.5
10138,0,57,148.0,50.0,23.0,108.0,40.6
11429,0,63,170.0,71.0,3.0,74.0,38.7
8727,1,65,194.0,98.0,18.0,97.0,40.4
6464,1,26,177.0,76.0,24.0,100.0,40.7
11740,0,52,181.0,76.0,19.0,98.0,40.2
13977,0,43,158.0,60.0,18.0,101.0,40.4
1916,0,21,165.0,61.0,15.0,85.0,40.4
13243,1,48,199.0,106.0,7.0,85.0,39.3
8107,0,32,170.0,66.0,17.0,97.0,40.5
14254,1,28,174.0,81.0,14.0,95.0,40.1
1910,1,48,186.0,85.0,17.0,88.0,40.6
8855,1,35,184.0,84.0,8.0,80.0,39.7
8709,1,21,182.0,83.0,10.0,89.0,39.5
1133,1,36,188.0,88.0,14.0,91.0,40.1
9758,0,33,171.0,64.0,3.0,81.0,38.7
10752,0,55,176.0,69.0,6.0,77.0,39.2
1317,1,54,164.0,73.0,8.0,94.0,39.4
4368,0,69,175.0,68.0,15.0,98.0,40.0
8313,0,49,168.0,70.0,15.0,98.0,39.9
11455,1,54,189.0,94.0,8.0,93.0,39.8
10680,1,71,205.0,115.0,20.0,95.0,40.7
7325,1,62,184.0,85.0,11.0,97.0,39.9
6080,1,74,174.0,78.0,20.0,100.0,40.8
8944,1,24,180.0,84.0,21.0,98.0,40.6
2601,0,37,159.0,62.0,25.0,101.0,40.6
6568,0,40,153.0,51.0,17.0,101.0,40.3
2173,0,26,162.0,56.0,5.0,81.0,39.1
3605,0,58,171.0,74.0,11.0,81.0,40.1
6429,0,39,155.0,50.0,26.0,108.0,40.6
7995,0,63,170.0,70.0,20.0,97.0,40.6
3768,1,43,203.0,103.0,21.0,105.0,40.2
5077,0,27,158.0,61.0,7.0,82.0,39.3
8274,0,69,166.0,64.0,24.0,107.0,41.0
4631,1,37,175.0,74.0,18.0,95.0,40.3
14812,0,49,158.0,55.0,19.0,96.0,40.6
240,0,54,174.0,75.0,9.0,87.0,39.6
10639,0,74,172.0,76.0,21.0,104.0,40.5
8420,0,44,167.0,67.0,21.0,97.0,40.3
7602,1,70,197.0,103.0,21.0,106.0,40.5
8568,1,69,188.0,89.0,6.0,88.0,39.4
1867,0,59,169.0,69.0,1.0,82.0,38.0
8805,0,35,175.0,72.0,24.0,95.0,40.7
14871,1,25,188.0,91.0,9.0,97.0,39.6
2521,0,43,183.0,71.0,5.0,88.0,39.2
9875,0,73,162.0,63.0,28.0,107.0,40.7
1820,0,30,142.0,52.0,30.0,104.0,40.9
2410,0,53,161.0,63.0,11.0,84.0,40.2
8243,1,39,198.0,100.0,22.0,94.0,40.7
6637,0,25,167.0,64.0,20.0,100.0,40.4
5187,1,59,182.0,81.0,5.0,79.0,39.0
11716,1,21,195.0,93.0,19.0,104.0,40.4
4565,0,29,152.0,56.0,25.0,94.0,40.7
7942,0,29,152.0,55.0,14.0,105.0,39.9
12331,1,20,206.0,105.0,11.0,94.0,40.0
6391,0,69,170.0,71.0,11.0,91.0,40.2
2118,1,66,189.0,91.0,5.0,81.0,39.1
3779,1,67,188.0,98.0,15.0,89.0,40.2
4961,0,23,168.0,60.0,22.0,94.0,40.3
2809,1,37,192.0,91.0,24.0,117.0,40.9
498,0,23,169.0,70.0,13.0,90.0,40.1
13845,1,49,205.0,104.0,11.0,95.0,39.8
10021,0,45,171.0,64.0,10.0,86.0,39.7
4284,0,63,153.0,55.0,16.0,104.0,40.1
10190,1,29,176.0,79.0,4.0,82.0,39.1
8968,1,20,193.0,98.0,5.0,88.0,39.2
228,0,21,168.0,65.0,25.0,109.0,40.3
8760,1,27,187.0,85.0,16.0,101.0,40.1
12204,1,43,193.0,98.0,27.0,116.0,40.9
2741,0,28,150.0,53.0,22.0,110.0,40.6
9507,0,20,170.0,69.0,25.0,106.0,40.6
6001,1,70,189.0,89.0,6.0,91.0,39.2
5718,0,60,164.0,66.0,3.0,85.0,38.5
10219,1,54,185.0,83.0,12.0,84.0,40.0
5583,1,30,165.0,68.0,14.0,96.0,40.4
12635,1,24,181.0,78.0,2.0,77.0,38.2
12720,0,61,160.0,64.0,19.0,93.0,40.1
9063,1,65,176.0,82.0,15.0,97.0,40.1
1128,0,27,159.0,57.0,17.0,95.0,40.3
12584,0,20,162.0,58.0,4.0,76.0,39.2
1706,0,47,166.0,64.0,21.0,107.0,40.6
7450,1,34,197.0,92.0,14.0,103.0,40.3
3153,0,43,158.0,61.0,22.0,106.0,40.8
9481,0,32,174.0,74.0,25.0,105.0,40.8
10670,1,43,186.0,91.0,3.0,82.0,38.5
14414,1,47,176.0,78.0,3.0,81.0,38.6
6240,1,69,193.0,90.0,29.0,121.0,41.1
7104,0,79,163.0,62.0,8.0,83.0,39.2
9463,0,43,156.0,54.0,24.0,108.0,40.9
2721,1,35,174.0,78.0,7.0,98.0,39.4
7445,1,35,186.0,88.0,20.0,97.0,40.4
7893,0,25,180.0,72.0,23.0,100.0,40.9
14462,1,58,183.0,86.0,13.0,91.0,39.8
12179,1,25,174.0,80.0,29.0,109.0,41.3
8042,0,29,162.0,65.0,11.0,99.0,39.9
9143,0,45,156.0,56.0,25.0,105.0,40.7
9401,0,58,139.0,43.0,26.0,113.0,40.6
13463,1,42,188.0,96.0,28.0,113.0,41.1
10212,1,79,184.0,87.0,27.0,111.0,40.6
10341,0,60,164.0,61.0,2.0,83.0,38.1
10850,1,20,203.0,105.0,20.0,98.0,40.6
11316,0,73,184.0,83.0,25.0,121.0,40.6
6054,0,50,159.0,57.0,28.0,107.0,41.4
12284,0,39,146.0,51.0,29.0,113.0,41.1
12352,1,66,185.0,88.0,17.0,100.0,40.6
2550,1,31,179.0,80.0,28.0,112.0,40.9
7440,1,21,194.0,86.0,15.0,92.0,40.2
6768,1,61,189.0,93.0,9.0,87.0,39.6
9707,1,47,184.0,90.0,11.0,91.0,39.6
13299,1,49,173.0,80.0,7.0,89.0,39.4
6449,1,63,187.0,94.0,5.0,94.0,39.2
10358,0,43,170.0,73.0,20.0,90.0,40.8
14584,1,75,194.0,101.0,19.0,94.0,41.0
2644,0,52,154.0,57.0,11.0,89.0,40.1
13113,1,46,182.0,84.0,17.0,99.0,40.4
4487,1,78,189.0,90.0,28.0,104.0,41.1
2061,1,78,195.0,97.0,25.0,103.0,40.5
4645,1,29,173.0,77.0,13.0,91.0,40.0
14082,1,24,192.0,92.0,27.0,105.0,40.7
12959,0,60,152.0,54.0,3.0,86.0,38.5
14502,0,21,169.0,69.0,3.0,82.0,38.7
13499,0,38,165.0,61.0,20.0,99.0,40.5
7265,1,32,191.0,93.0,14.0,91.0,40.0
4174,0,51,150.0,57.0,18.0,100.0,40.1
12484,1,29,184.0,89.0,13.0,87.0,40.1
8940,1,76,179.0,86.0,18.0,100.0,40.5
11942,0,20,165.0,60.0,10.0,86.0,39.7
983,0,30,171.0,68.0,7.0,91.0,39.6
10170,1,41,190.0,90.0,4.0,77.0,39.1
5480,0,31,171.0,70.0,17.0,90.0,40.5
11743,0,30,164.0,60.0,18.0,96.0,40.6
4797,0,69,172.0,70.0,6.0,85.0,39.2
14897,0,35,169.0,67.0,4.0,83.0,38.6
3662,0,70,173.0,70.0,19.0,94.0,40.7
14978,1,51,183.0,81.0,10.0,86.0,39.9
6947,1,39,187.0,87.0,25.0,114.0,40.7
4657,1,32,181.0,84.0,17.0,101.0,40.0
6414,1,20,180.0,79.0,25.0,106.0,40.4
3150,0,32,174.0,70.0,28.0,96.0,40.6
9399,0,64,152.0,54.0,10.0,88.0,39.7
8911,1,32,182.0,81.0,5.0,92.0,39.1
4813,0,20,166.0,58.0,14.0,90.0,40.2
5969,0,76,160.0,61.0,5.0,89.0,39.0
2939,1,20,185.0,83.0,12.0,101.0,40.2
1340,1,25,181.0,80.0,12.0,93.0,39.8
1391,0,70,162.0,64.0,3.0,87.0,38.5
9672,1,53,201.0,98.0,16.0,94.0,40.2
12912,0,29,182.0,76.0,8.0,83.0,39.7
9254,1,23,183.0,80.0,17.0,97.0,40.1
10885,0,20,168.0,64.0,24.0,104.0,40.7
11007,1,32,177.0,75.0,8.0,101.0,39.2
9024,1,47,195.0,94.0,20.0,94.0,40.5
6146,1,47,206.0,109.0,21.0,101.0,40.5
1412,0,54,169.0,68.0,14.0,94.0,40.0
2256,1,45,175.0,76.0,15.0,84.0,40.5
11079,1,68,195.0,98.0,27.0,113.0,40.9
10730,1,24,179.0,82.0,28.0,104.0,40.4
6120,1,57,188.0,90.0,5.0,81.0,38.9
2212,1,34,176.0,78.0,12.0,98.0,39.7
5603,1,51,183.0,89.0,17.0,103.0,39.9
6004,1,33,193.0,95.0,18.0,91.0,40.7
5417,1,23,180.0,82.0,14.0,91.0,40.3
4938,1,24,193.0,96.0,25.0,105.0,40.8
3624,1,30,182.0,84.0,13.0,99.0,40.3
3158,1,27,178.0,75.0,16.0,100.0,40.5
4267,0,69,152.0,52.0,2.0,88.0,38.4
463,1,48,183.0,81.0,21.0,94.0,40.6
1754,0,60,169.0,64.0,16.0,98.0,40.2
9222,0,30,181.0,77.0,29.0,113.0,40.8
9022,1,32,196.0,99.0,1.0,79.0,37.5
6380,1,35,172.0,79.0,25.0,103.0,41.3
3829,0,42,172.0,67.0,4.0,87.0,38.9
378,0,26,174.0,67.0,6.0,84.0,39.4
10005,1,23,192.0,98.0,27.0,104.0,40.9
1335,1,58,188.0,88.0,18.0,93.0,40.6
14538,0,28,183.0,78.0,17.0,107.0,40.1
2716,1,78,172.0,80.0,3.0,86.0,38.8
13311,1,20,198.0,100.0,10.0,88.0,39.8
10280,1,28,189.0,87.0,25.0,110.0,40.5
14759,0,67,164.0,65.0,21.0,105.0,40.6
9703,0,24,166.0,63.0,8.0,103.0,39.5
6322,0,35,171.0,71.0,29.0,108.0,41.0
9224,0,22,168.0,63.0,29.0,110.0,41.2
9800,1,39,180.0,82.0,23.0,105.0,40.7
1894,0,41,157.0,59.0,3.0,85.0,38.6
4661,1,45,183.0,86.0,16.0,98.0,40.2
14172,0,66,164.0,64.0,9.0,89.0,39.6
7769,1,70,203.0,107.0,3.0,83.0,38.6
7090,1,28,181.0,79.0,13.0,91.0,40.3
